prod_name,prod_desc,prod_price,prod_rating,prod_no_rating,prod_no_sold,sell_name,sell_rating,sell_no_products,sell_resprate,sell_resptime,sell_follower,sell_joined
HALAL Nongshim Ramen (Shin Ramyun)[120g x 5packs],"Koreans most loved spicy flavour, representative ramyun of Korea!!!
Halal Shin Ramyun now available in Malaysia.Try out the best Korean food.
 Since October,1986 until the current date, Shin Ramyun is loved by everyone. Each day, on average 3 million packets are being sold, equivalent to 25% of the total market of ramyun in Korea.
Shin Ramyun is having great success in the market of ramyun. Not only in Korea, the unique spicy flavour of Shin Ramyun is the most loved brand in over  80 overseas countries, such as Japan, Hong Kong, Taiwan, and China. ",RM13.00,5,5,9,810freshmart,4.2k,208,85%,within hours,7 months ago,2.1k
"Preferred+
HF Korea Nongshim Shin Red Super Spicy Ramen 韩国农心辛红超辣拉面","📌 Product name: HF Korea Nongshim Shin Red Super Spicy Ramen 韩国农心辛红超辣拉面

👄 Flavor 口味: spicy

📆 EXP Date: Multipack 4th Nov 2021, Cup 17th Feb 2022

🚩 Country of Origin 製造國 : SOUTH KOREA 韓國

📢 Notice 注意: 
1) We'll packing your ordered product in corrugated box and wrapping with air bubble plastic material. Unless those products are suitable pack in courier plastic bag packaging material.
我們會將您訂購的產品包裝在瓦楞紙箱中，並用氣泡塑料包裝。除非這些產品適合用快遞塑料袋包裝材料包裝

📢 Shipping 关于发货: 
1) Please allow us to prepare your order within 1 to 3 working days (excluded Sunday) and deliver to your indicated destination as soon as we could (Monday to Saturday). 
請允許我們在1-3個工作日（星期日除外）內準備您的訂單，並儘快將其送到您指定的目的地（週一至週六）

❤️ Your Feedback :
- Dear, once received your goods, please leave us a comment to our service and the products as well, In order that we can improve to serve you more better in the future enclose more valuable and delicious products to you.
- 親愛的，收到您的貨物後，請給我們提供有關我們服務和產品的評論，以便將來我們可以改進為您提供更好的服務，從而為您提供更多有價值的美味產品",RM4.50,5,5,9,hongfongfoodstore,1.4k,97,99%,within hours,5 months ago,1k
"Preferred
Halal Nongshim Shin Ramen (120g x 5)","Made In Shanghai
120g x 5
With Halal Logo ",RM14.00,4.9,4.9,520,kingsley230100,7.3k,217,89%,within hours,4 years ago,1.3k
Spicy Nongshim Shin Ramyun (Halal) Nong Shim Korea Ramen,"Farmer's heart
MUI Halal Indonesia
Original from local Malaysia distributor
Advantage from Local distributor : 
- Always the latest manufacture date and freshly make.
- With Halal logo printing.

Korea No. 1 Brand
Noodle Soup Spicy Mushroom Flavor

Package : 120gm x 5pcs 

Features of Product
1. Specially mixed flour for premium noodles is used to bring a chewy texture to the noodles. 
2. No.1 representative ramyun in Korea made by Nongshim's state-of-the-art facilities and technology. 
3. Shin Ramyun/Sin Ramyeon is a brand of instant noodle that has been produced by the South Korean food company Nongshim since 1 October 1986. It is now exported to over 100 countries, and is the highest selling instant noodle brand in South Korea.

Basic Recipe for Product

[Shin Ramyun]
1. Boil 550ml (about 2 1/4 cup) of water. Add noodles, soup base and vegetable mix.
2. Cook for 4-5 minutes, stirring occasionally.
3. Remove from heat and serve.",RM15.80,4.9,4.9,41,lisa.ching,341,106,94%,within hours,35 months ago,169
"Preferred+
HF Korea Nongshim Shin Red Super Spicy Ramen 韩国农心辛红超辣拉面","📌 Product name: HF Korea Nongshim Shin Red Super Spicy Ramen 韩国农心辛红超辣拉面

👄 Flavor 口味: spicy

📆 EXP Date: Multipack 4th Nov 2021, Cup 17th Feb 2022

🚩 Country of Origin 製造國 : SOUTH KOREA 韓國

📢 Notice 注意: 
1) We'll packing your ordered product in corrugated box and wrapping with air bubble plastic material. Unless those products are suitable pack in courier plastic bag packaging material.
我們會將您訂購的產品包裝在瓦楞紙箱中，並用氣泡塑料包裝。除非這些產品適合用快遞塑料袋包裝材料包裝

📢 Shipping 关于发货: 
1) Please allow us to prepare your order within 1 to 3 working days (excluded Sunday) and deliver to your indicated destination as soon as we could (Monday to Saturday). 
請允許我們在1-3個工作日（星期日除外）內準備您的訂單，並儘快將其送到您指定的目的地（週一至週六）

❤️ Your Feedback :
- Dear, once received your goods, please leave us a comment to our service and the products as well, In order that we can improve to serve you more better in the future enclose more valuable and delicious products to you.
- 親愛的，收到您的貨物後，請給我們提供有關我們服務和產品的評論，以便將來我們可以改進為您提供更好的服務，從而為您提供更多有價值的美味產品",RM4.50,5,5,9,hongfongfoodstore,1.4k,97,99%,within hours,5 months ago,1k
"Preferred
SAMYANG RAMEN KIMCHI - ASSORTED KOREAN KIMCHI FLAVOR NOODLE SOUP / SHIN RAMYUN CHAPAGETTI PARASITE","Halal

120g individual pack

Cooking directions
1. Put the noodles and soup base into 550ml of boiling water and cook for 4 minutes 
2. For better taste, add fresh vegetable and scallions 

============================
🛒🛒🛒 About us🛒🛒🛒

Annyeonghaseyo, yorobun.

We are a lovely mart selling ""Everything you need to fulfill your food craving"" mainly in korean products. Supplies only the best , tasty, famous and HALAL based products for all our lovely chingu (friends) in just a click away n receive right in front of your door step.

At Eonnie Korean Mart we are giving out only the best for our customer in term of service, efficiency , packaging & value for money.

Here's how you guys can find us:point_down:

🖥:convenience_store: Online store :
Fb pages - Eonnie Korean Mart
Instagram - @eonniekoreanmartjb

🖱Website :
www.eonniekoreanmart.com

🛒 Walkin Store
Eonnie Korean Mart
36-01 Jalan Seri Austin 3/55,
Taman Seri Austin , 81100
Johor Bahru , Johor.

:round_pushpin:Waze / Maps 
Eonnie Korean Mart

#gochujang #korean #kimchi #tteokbokki #readystock #seaweedsnack #halalproducts #eonniekoreanmart #muslimkoreanmart
#kimch#kimchihala#kimchikoreahala#kimchi#cabbage",RM5.49 - RM12.00,5,5,176,pemborongbjbc,19.3k,122,94%,within hours,4 years ago,14.1k
🍜 Shin Ramyun 🔥 Korean Ramen Nongshim Mi Segera Korea [Halal],"Nongshim products are available in Asia, America, Europe, Middle East, and Africa, aiming to spread the delicious flavors of Nongshim and Korea around the globe. 🔥🔥

Manufacturing plants for Nongshim products have been set up in America, Shanghai, Shenyang, Yanbian, Qingdao, Japan, and Australia.

Experience 🍜 Shin Ramyun 🍜 in Malaysia which is now available in more than 100 countries! ❤️❤️🍜🍜

Manufacturer: Nongshim 
Origin: Made in Shanghai 

Expiry date: 2/2022",RM3.20 - RM13.90,5,5,15,euniefoodqq,31,25,100%,within minutes,7 months ago,17
"Preferred+
【Ready Stock】 (HALAL) Korea Nongshim Shin Ramyun Bowl / Kimchi Ramyun Bowl / Claypot Ramyun Bowl 117g 韩国辣白菜拉面 石锅拉面 辛拉面","1. Nongshim Shin Ramyun Bowl  (117g)
- October 2021
2. Nongshim Kimchi Ramyun Bowl (117g)
- September 2021
3. Nongshim Claypot Ramyun Bowl (117g)
- December 2021",RM4.50,5,5,967,49shopp,23.5k,411,98%,within hours,3 years ago,9.8k
Nongshim Shin Ramyun Shrimp Flavor 120g | Korean Shrimp Flavor Instant Noodles,"Nongshim shin ramyun shrimp flavor (halal)
120g packaging

Korean shrimp flavor instant noodles",RM11.57,n/a,0,1,dupidup.my,2,148,57%,within hours,7 months ago,1
"Preferred
👍ORIGINAL KOREA IMPORT👍KIMCHI RAMEN 正品韩国进口泡菜拉面","👍ORIGINAL KOREA IMPORT👍KIMCHI RAMEN 
正品韩国进口泡菜拉面

➡️ORIGINAL FROM KOREA
➡️READY STOCK
➡️PRICE FOR ONE
➡️4 in 1 pack",RM13.99,5,5,32,oldpapanfoodsupply,306,88,90%,within hours,14 months ago,455
"Preferred+
【Made in Japan】Nissin Big and Tasty Double Mayonnaise Sauce Yakisoba Japan Food Cup Noodles Noodle Instant Ramen【Direct from Japan】","Product Description
The feeling of satisfaction after a full meal is unlike any other!
The special mayo-flavored sauce with a mild taste that is fragrant with mayonnaise and the addictive mustard mayo are the key to its deliciousness! and the mustard mayo is the key to its deliciousness.
The noodles are 130 grams of garlic-infused noodles, making it a great item to eat!


Raw materials and ingredients
fried noodles (wheat flour, vegetable oil and fat, salt, spices), sauce (sugar, semi-solid dressing, salt, powdered sauce, dextrin, spices, wheat flour, mayonnaise-flavored seasoning, powdered soy sauce), condiment (cabbage), caramel color, seasoning (amino acids, etc.), acidity, calcium carbonate, brine, flavoring, antioxidant (vitamin E), spice extract, vitamin B2, Mg carbonate, vitamin B1 (including wheat, egg, milk, soybean, chicken, pork, and apple)",RM31.02,5,5,1,commercemedia.my,1.8k,930,100%,within hours,17 months ago,5.1k
Japan Marutai RAMEN noodles Marutai Kumamoto Kuro Mayu Ramen 日本马尔泰熊本拉面/鹿儿岛/博多,"(A) 日本鹿儿岛黑豚骨拉面 
185g (2人份/2 servings/packs)
配料：
面条（小麦粉，食盐，植物蛋白，还原淀粉糖浆），黑猪肉提取物（鹿儿岛县产），动植物油脂（猪油，芝麻油，豆油），食盐，蔬菜粉末，酱油粉，油脂粉，糖类（葡萄糖，麦芽糖，砂糖），鸡肉提取物，植物油脂，葱，淀粉，香辛料，蛋白加水分解物，扇贝提取物，酵母提取物，调味料等

(B) 熊本长崎特产蒜香猪骨汤拉面条
185g (2人份/2 servings/packs)
配料：
面条（小麦粉，食盐，植物蛋白，还原淀粉糖浆），肉类提取物（猪肉、鸡肉），麻油（猪油，大豆油，大蒜等），食盐，酱油粉，香料，糖类（葡萄糖，砂糖，乳糖），动植物油脂（猪油，芝麻油），淀粉，蛋白加水分解物，蔬菜粉，烤大蒜，酵母提取物，鱼肉提取物，调味料等



食用方法：加入500mL水，煮至沸腾，加入1束拉面，煮约三分半钟，再加入原配日本本土配置料包，搅拌，一碗热腾腾的日本特产拉面就呈现了",RM12.98,n/a,0,2,jiakchin1986,128,41,92%,within minutes,5 years ago,89
"Preferred+
【Ready Stock】 Korea Ottogi Jin Ramen Mild / Jin Ramen Hot Spicy (120gx5)","1. Ottogi Jin Ramen Mild 
- Expiry date : December 2021
2. Ottogi Jin Ramen Spicy 
- Expiry date: January 2022

** Made in Korea",RM14.00,5,5,228,49shopp,23.5k,411,98%,within hours,3 years ago,9.8k
出前一丁 北海道味增猪骨汤味棒丁面 Nissin Hokkaido Miso Tonkotsu Flavor Demae Ramen Orange,"出前一丁 北海道味增猪骨汤味棒丁面 Nissin Hokkaido Miso Tonkotsu Flavor Demae Ramen Orange

生干面制品

净含量：面条 + 调味：188克（面条：142克）

二人份 ( Serving for Two )

棒丁面味增猪骨小秘密

面条经悬挂干燥后，成为幼细直身的拉面。配上猪骨汤底，加上香味浓郁的味增，浓中带香，特制长度的面条，当沾上浓浓的味增猪骨汤，令你每口也能吃出真滋味，让日本北海道味增猪骨汤拉面的美味呈现眼前。

食用方法（一人份）

1. 将一束面放入450毫升的沸水中，煮约3分钟。事先将一包汤粉倒进碗中。

2. 离火后，先将锅中热水倒入碗中溶化汤粉，然后加入面条，轻轻拌匀。

3. 最后加入一包调味酱，即可享用。

生产日期：见包装袋背面所示

保质期：10个月

储存条件：避免阳光直射，置于阴凉干燥处

请勿将此产品与含有强烈气味的对象一同存放，否则有可能会发生气味转移。

Cooking Direction ( One Serving）

1. Add 1 bundle of noodles into 450ml of boiling water and cook for 3 minutes. Add 1 pack of soup base into bowl in advance.

2. Remove from heat. Pour hot water into bowl to melt soup base, then add noodles and stir.

3. Finally, add 1 pack of Seasoning Sauce and serve.

Production Date: Please refer to the printed date on the package in the back

Shelf Life: 10 months

Storage Method: Avoid direct sunlight, store in a coolm dry place.

Please do not store this product together with objects that contain strong odor, otherwise,odor transfer may happen.",RM12.90,5,5,18,chengwoh,139.4k,1.6k,63%,within hours,31 months ago,53.2k
"Preferred
Nongshim Shin Kimchi Ramyun 5 x 120g","Nongshim Shin Kimchi Ramyun 5 x 120g

Nongshim Shin Kimchi Ramyun 5 x 120g",RM20.90,5,5,13,daydaysnack,6.2k,553,89%,within hours,16 months ago,1.9k
"Preferred+
【Ready Stock】Nongshim Ramyun Noodle Cup (Halal) - Kimchi/ Shin/ Claypot 韩国辣白菜石锅辛拉面 70g","1. Nongshim Shin Ramyun Cup (70g)
- October 2021
2. Nongshim Kimchi Ramyun Cup (70g)
- September 2021
3. Nongshim Claypot Ramyun Cup (70g)
- September 2021",RM3.70,4.9,4.9,608,49shopp,23.5k,411,98%,within hours,3 years ago,9.8k
NongShim Chapagetti Chajang Ramen with Olive Oil 韩国版 新包装 农心 橄榄油炸酱味拉面,"NongShim Chapagetti Chajang Ramen with Olive Oil 
韩国版 新包装 农心 橄榄油炸酱味拉面
140g Per Pkt
EXP 2022/10/08",RM5.00 - RM24.80,n/a,0,0,drm12081208,613,314,76%,within hours,6 months ago,312
Nongshim Shin Ramyun Mushroom / Cendawan Ramen 120gm,Nongshim Shin Ramyun Mushroom / Cendawan Ramen 120gm,RM3.20,4.9,4.9,43,captaincook18,71.1k,652,81%,within hours,33 months ago,12.8k
"Preferred
Korea Nongshim] Shin Ramyun Ramen 韩国正宗辛拉面 (110GM X 5 PACK)"," ✨Ready Stock✨
[Korea Nongshim] Shin Ramyun Ramen 韩国正宗辛拉面 

👉Packing: 110GM X 5 PACK
👉Best Before: 23.08.2021

NONGSHIM SHIN RAMYUN 농심신라면 农心辛拉麵
If you are a Shin Ramyun fan, you can taste the difference between the Korean Original version from the China Halal version. 

Shin ramyun is a staple noodle soup with a traditional spicy taste for all Asians worldwide.  It is very easy to prepare yet a satisfying meal which can be prepared within ten minutes.  All the ingredients are found within the package and additional ingredients such as kimchi, egg, green onions can be added to enhance its flavors and texture.",RM17.50,5,5,10,nclbeauty1491,9.8k,129,96%,within hours,22 months ago,3.5k
"Preferred+
SHIN • KOREA OTTOGI CHAMKAE RAMYUN SESAME RAMEN","OTTOGI SESAME RAMEN
` 1 / 4in1
`Made from premium sesame and chewy noodle, rich sesame taste soup
`Top 10 Ramen Sales In Korea
° ° ° HIGHLY RECOMMENDED ° ° °
----
Hello, I'm Shin! I sell 100% Authentic & Original Korean Groceries.
 -100% MADE IN KOREA.
- all Ready Stock in K.L, ship in 2 days.
- no Halal Certified.
- usually EXPIRE IN 6 MONTHS. (Please consider if you want to make a collection but not eating. )
- 98% of the description of the product is written in Korean. 
by SHIN.KOREA",RM7.80 - RM30.20,5,5,192,imshin.,25.2k,421,99%,within hours,5 years ago,25.4k
"Preferred
[Korean Ramen] Hot Spicy Ramen Challenge (Bulmawang Ramen Fire Fire Demon King/Extra Spicy Buldak Stir-fried/Paldo Teumsae Ramen/Yeol Ramyun/Nongshim Spicy Jjawang Ramen/Buldak Stir-Fried Noodle/Man Ramen/Nongshim Shin Ramen/Squid Jjambbong/Jin Ramen","ezer_kr

📣 Please follow ezer_kr and meet popular Korean products.

**************************


✅ Information
- Name: Korean Spiciest Ramen Collection
- Storage: Dry and cool place

✅ Option
☆ No 1. Geumbi Bulmawang Ramen (Original 117g, Bundle 4bag / Stir-fried 135g, Bundle 4bag) - The spiciest ramen in the wold / 14,444 SUH
     [ Tiada bahan daging babi. ]

☆ No 2. Extra Spicy Buldak Stir-fried Ramen(140g) / Bundle 5 bag - 12,000 SUH
     [ Tiada bahan daging babi. ]

☆ No 3. Paldo Teumsae Ramen(Original120g, Bundle 5 bag / Stir-fried 130g, Bundle 5 bag) - 9,413 SUH
     [ Tiada bahan daging babi. ]

☆ No 4. Ottogi Yeol Ramen(120g) / Bundle 5 bag - 5,103 SUH
     [ Tiada bahan daging babi. ]

☆ No 5. Nongshim Spicy Jjawang(140g) / Bundle 4 bag - 5,000 SUH
     < Terdapat bahan-bahan daging babi. >

☆ No 6. Samyang Original Buldak Stir-Fried Ramen(140g) / Bundle 5 bag - 4,404 SUH
     [ Tiada bahan daging babi. ]

☆ No 7. Paldo Namja Ramen(115g) / Bundle 5 bag - 3,047 SUH
     < Terdapat bahan-bahan daging babi. >

☆ No 8. Nongshim Shin Ramen(120g) / Bundle 5 bag - 2,700 SUH
     < Terdapat bahan-bahan daging babi. >

☆ No 9. Nongshim Squid Jjambbong(124g) / Bundle 5 bag - 2,300 SUH
     [ Tiada bahan daging babi. ]

☆ No 10. Ottogi Jin Ramen Spicy(120g) / Bundle 5 bag - 2,000 SUH
     < Terdapat bahan-bahan daging babi. >


****************


🌸 PRODUCT
We guarantee that our shop does not sell fake products. 
We will send you the most recent products.

🌸 SHIPPING
All products are shipped directly from Korea. 
Delivery usually takes 5 to 9 business days.

🌸 CUSTOMER SERVICE
If you have any questions, feel free to chat us.
We will reply as soon as possible.


#korea #k-food #koreanramen #spicyramen #hotspicyramen #bulmawang #teumsaeramen # yeolramen #spicyjjawang #buldakstirfried #manramen #shinramen #squidjjambbong #jinramen #k-product #k-item #hotitem",RM6.50 - RM43.00,5,5,128,ezermall.my,616,264,100%,within minutes,10 months ago,1.3k
